First routing table for node 0:
5		8		21 22 17 11 8 2 3 4 5
6		9		21 22 17 11 8 2 3 4 5 6
7		4		21 20 19 13 7
8		4		21 22 17 11 8
9		4		21 22 17 12 9
10		4		21 22 17 11 10
11		4		21 22 17 12 11
12		3		21 22 17 12
13		3		21 20 19 13
14		3		21 22 17 14
15		3		21 22 17 15
16		3		21 22 17 16
17		2		21 22 17
18		2		21 20 18
19		2		21 20 19
20		2		21 18 20
21		0		21
22		2		21 18 22
23		2		21 22 23
======================================================================

First routing table for node 22:
0		4		22 17 11 8 0
1		5		22 17 11 8 0 1
2		4		22 17 11 8 2
3		5		22 17 11 8 2 3
4		6		22 17 11 8 2 3 4
5		5		22 17 14 7 6 5
6		4		22 17 14 7 6
7		3		22 17 14 7
8		3		22 17 11 8
9		3		22 17 12 9
10		3		22 17 11 10
11		2		22 17 11
12		2		22 17 12
13		3		22 17 12 13
14		2		22 17 14
15		2		22 17 15
16		2		22 17 16
17		1		22 17
18		1		22 18
19		2		22 18 19
20		2		22 18 20
21		1		22 21
22		0		22
23		1		22 23
---------------------------------------------------------------------

Second routing table for node 22:
0		5		22 18 14 8 9 0
1		5		22 18 14 8 2 1
2		6		22 18 14 8 0 1 2
3		7		22 18 14 7 6 5 4 3
4		6		22 18 14 7 6 5 4
5		7		22 18 14 8 2 3 4 5
6		8		22 18 14 8 2 3 4 5 6
7		4		22 18 14 8 7
8		3		22 18 14 8
9		4		22 18 14 8 9
10		3		22 18 15 10
11		4		22 18 14 8 11
12		3		22 18 14 12
13		3		22 18 14 13
14		2		22 18 14
15		2		22 18 15
16		2		22 23 16
17		2		22 18 17
18		2		22 17 18
19		3		22 17 14 19
20		2		22 21 20
21		2		22 18 21
22		0		22
23		2		22 17 23
======================================================================

First routing table for node 23:
0		4		23 17 11 8 0
1		5		23 17 11 8 0 1
2		4		23 17 11 8 2
3		5		23 17 11 8 2 3
4		6		23 17 11 8 2 3 4
5		5		23 17 14 7 6 5
6		4		23 17 14 7 6
7		3		23 17 14 7
8		3		23 17 11 8
9		3		23 17 12 9
10		3		23 17 11 10
11		2		23 17 11
12		2		23 17 12
13		3		23 17 12 13
14		2		23 17 14
15		2		23 16 15
16		1		23 16
17		1		23 17
18		1		23 18
19		2		23 18 19
20		2		23 18 20
21		2		23 18 21
22		1		23 22
23		0		23
---------------------------------------------------------------------

Second routing table for node 23:
0		5		23 18 14 8 9 0
1		5		23 18 14 8 2 1
2		6		23 18 14 8 0 1 2
3		7		23 18 14 7 6 5 4 3
4		6		23 18 14 7 6 5 4
5		7		23 18 14 8 2 3 4 5
6		8		23 18 14 8 2 3 4 5 6
7		4		23 18 14 8 7
8		3		23 18 14 8
9		4		23 18 14 8 9
10		3		23 16 15 10
11		4		23 18 14 8 11
12		3		23 18 14 12
13		3		23 18 14 13
14		2		23 18 14
15		2		23 17 15
16		2		23 17 16
17		2		23 16 17
18		2		23 17 18
19		3		23 17 14 19
20		3		23 22 21 20
21		2		23 22 21
22		2		23 17 22
23		0		23
======================================================================

